Country,Continent,CorruptionControl,GovEffectiveness,PoliticalStability,RegulatoryQuality,RuleLaw,VoiceAccountability
Rwanda,Africa,0.691929399967194,0.106928966939449,-0.0502832271158695,0.107061825692654,0.0701455175876617,-1.21486437320709
Samoa,Oceania,0.281112641096115,0.536134481430054,1.18823075294495,-0.103247083723545,0.757050573825836,0.759117126464844
San Marino,Europe,,,0.927389860153198,,,1.20333790779114
Sao Tome and Principe,Africa,-0.0611656755208969,-0.676555395126343,0.229905739426613,-0.81244558095932,-0.691438555717468,0.452146202325821
Saudi Arabia,Asia,0.225989073514938,0.243051618337631,-0.495983958244324,0.0793832093477249,0.467494934797287,-1.77761280536652
Senegal,Africa,-0.0290071852505207,-0.467253923416138,-0.266447424888611,-0.143120929598808,-0.186746135354042,0.373865276575089
Serbia,Europe,-0.314743757247925,0.0912763252854347,0.0473145097494125,0.056148324161768,-0.115287661552429,0.213489755988121
Seychelles,Africa,0.793477177619934,0.358082920312881,0.717595100402832,-0.259231388568878,0.134665369987488,0.155122265219688
Sierra Leone,Africa,-0.817387878894806,-1.19673001766205,-0.161236852407455,-0.925498008728027,-0.791716754436493,-0.126569807529449
Singapore,Asia,2.07071137428284,2.20858383178711,1.52832138538361,2.18069958686829,1.83200287818909,-0.28316542506218
Slovak Republic,Europe,0.236103147268295,0.890099287033081,0.623291373252869,0.88897317647934,0.694871127605438,0.942393124103546
Slovenia,Europe,0.801352858543396,1.11942267417908,0.994879305362701,0.640124320983887,1.08427977561951,0.997336983680725
Solomon Islands,Oceania,-0.343318909406662,-0.993267059326172,0.511698603630066,-0.958173155784607,-0.339238911867142,0.494588732719421
Somalia,Africa,-1.68828225135803,-2.18041777610779,-2.33021688461304,-2.26519680023193,-2.37082147598267,-1.8335942029953
South Africa,Africa,0.0498166531324387,0.272058576345444,-0.131479322910309,0.211726665496826,0.0726292654871941,0.644432365894318
South Sudan,Africa,-1.57731580734253,-2.25986194610596,-2.41843032836914,-1.85561871528625,-1.69181573390961,-1.67089188098907
Spain,Europe,0.523910105228424,1.11625623703003,0.487920016050339,1.00864696502686,0.97756814956665,1.05828773975372
Sri Lanka,Asia,-0.281133145093918,-0.212067991495132,0.0672366991639137,-0.102120839059353,-0.00720832636579871,-0.10962688177824
St. Kitts and Nevis,North America,0.516819596290588,0.137052029371262,0.623378753662109,0.368013381958008,0.507265150547028,1.07199203968048
St. Lucia,North America,0.6341672539711,0.0137321026995778,0.861845076084137,0.29028731584549,0.50907576084137,1.08928847312927
St. Vincent and the Grenadines,North America,0.678355038166046,0.20926496386528,1.01384449005127,0.279243290424347,0.406288683414459,1.03859174251556
Sudan,Africa,-1.61404228210449,-1.40625035762787,-2.3809220790863,-1.49143469333649,-1.2618236541748,-1.79709029197693
Suriname,South America,-0.321336299180985,-0.340190201997757,0.273036956787109,-0.627055943012238,-0.115290820598602,0.46079558134079
Swaziland,Africa,-0.440371602773666,-0.556703746318817,-0.490953356027603,-0.576255798339844,-0.321980983018875,-1.42391228675842
Sweden,Europe,2.22130417823792,1.78707790374756,0.98008805513382,1.85433900356293,2.04333114624023,1.50311148166656
Switzerland,Europe,2.05051398277283,2.02562808990479,1.3220831155777,1.91211891174316,1.93561387062073,1.45840394496918
Syrian Arab Republic,Asia,-1.57222247123718,-1.8249694108963,-2.91405296325684,-1.66614854335785,-2.00561666488647,-1.95897567272186
"Taiwan, China",Asia,0.857807755470276,1.36998915672302,0.925991714000702,1.28789627552032,1.14013338088989,1.0363302230835
Tajikistan,Asia,-1.07291460037231,-1.02133226394653,-0.79242867231369,-1.09323215484619,-1.17768669128418,-1.67248976230621
Tanzania,Africa,-0.508483350276947,-0.550348937511444,-0.408460110425949,-0.435300797224045,-0.388574630022049,-0.177943274378777
Thailand,Asia,-0.40281069278717,0.335228353738785,-0.929401218891144,0.168009966611862,0.0124617973342538,-1.10115718841553
Timor-Leste,Asia,-0.511570155620575,-1.02814745903015,-0.0782502219080925,-0.97735458612442,-1.20012640953064,0.236261248588562
Togo,Africa,-0.684962749481201,-1.07541573047638,-0.195354297757149,-0.793302059173584,-0.683660268783569,-0.510781526565552
Tonga,Oceania,-0.441731780767441,-0.293576419353485,0.911126613616943,-0.405440241098404,0.23813234269619,0.666281938552856
Trinidad and Tobago,North America,-0.261942237615585,0.223157614469528,0.283099383115768,0.0865978673100472,-0.162937313318253,0.601268887519836
Tunisia,Africa,-0.118355050683022,-0.210900694131851,-0.988354623317719,-0.470168888568878,0.0234843995422125,0.329252779483795
Turkey,Europe,-0.196323096752167,0.0479291863739491,-1.99828016757965,0.196109876036644,-0.16174042224884,-0.634864151477814
Turkmenistan,Asia,-1.46396970748901,-1.13999938964844,-0.311651706695557,-2.09118938446045,-1.55804359912872,-2.12787818908691
Tuvalu,Oceania,0.0317532755434513,-0.92636114358902,1.39604675769806,-0.590001702308655,0.460123807191849,1.09309566020966
Uganda,Africa,-1.06400990486145,-0.569913685321808,-0.723371863365173,-0.213220834732056,-0.24358631670475,-0.712230265140533
Ukraine,Europe,-0.840939223766327,-0.582816183567047,-1.89068531990051,-0.429657250642776,-0.765136122703552,0.0240546241402626
United Arab Emirates,Asia,1.27617394924164,1.41363656520844,0.441242814064026,0.972666561603546,0.887416660785675,-1.12215483188629
United Kingdom,Europe,1.880499958992,1.61087489128113,0.379436075687408,1.76083242893219,1.62692809104919,1.23711884021759
United States,North America,1.33060193061829,1.48105001449585,0.353568375110626,1.49716806411743,1.66604995727539,1.10392916202545
Uruguay,South America,1.32070410251617,0.549528539180756,1.09619140625,0.489447712898254,0.630802810192108,1.18436372280121
Uzbekistan,Asia,-1.19637274742126,-0.595769762992859,-0.343727082014084,-1.62017571926117,-1.13326001167297,-1.88669896125793
Vanuatu,Oceania,-0.0965218469500542,-0.875636160373688,0.514076471328735,-0.293057471513748,0.32177197933197,0.692246913909912
"Venezuela, RB",South America,-1.39255726337433,-1.29338192939758,-1.02612006664276,-1.99690878391266,-2.1784930229187,-1.13477694988251
Vietnam,Asia,-0.39631524682045,0.010342133231461,0.168573662638664,-0.453935146331787,0.0480056367814541,-1.4071170091629
Virgin Islands (U.S.),North America,0.64254766702652,1.32870924472809,0.998822271823883,0.871408939361572,0.620951354503632,
West Bank and Gaza,Asia,-0.151859968900681,-0.618906199932098,-2.0978467464447,0.064761221408844,-0.306333690881729,-1.16916120052338
"Yemen, Rep.",Asia,-1.668297290802,-1.81949746608734,-2.79377603530884,-1.47993290424347,-1.60098910331726,-1.65175592899323
Zambia,Africa,-0.396115690469742,-0.658354103565216,0.18308162689209,-0.48363071680069,-0.302030891180038,-0.300023257732391
Zimbabwe,Africa,-1.28197073936462,-1.15910828113556,-0.612713396549225,-1.7201110124588,-1.32366704940796,-1.11337447166443
