Date,F1 : Thermique non renouvelable,F2 : Bioénergies,F3 : Hydraulique,F4 : Eolien,F5 : Solaire,F6 : Autres
20181109,34863991432.0,15908965774.0,9070151501.0,100641062828.0,11938450203.0,583886928.0
20181110,34753644134.0,16007380271.0,8628301545.0,176833093495.0,9257252395.0,713770128.0
20181111,34920493883.0,15879514940.0,8748014707.0,139382158494.0,12284300521.0,642830784.0
20181112,35013945238.0,14929004939.0,8855199469.0,73348859658.0,10013201747.0,555585936.0
20181113,34979355376.0,14570583773.0,9009180868.0,67891575449.0,13624343998.0,328461120.0
20181114,35498559481.0,14787166937.0,8972991774.0,52533551936.0,14265112296.0,647099040.0
20181115,35848570523.0,15212916436.0,9002297845.0,44163396600.0,15920053077.0,859033680.0
20181116,36008986348.0,15704867438.0,9094241066.0,32584620767.0,14278634505.0,681764544.0
20181117,36030459531.0,15842010604.0,8944920217.0,95818897931.0,11479765567.0,766324848.0
20181118,36032033867.0,15847665771.0,8198940365.0,126015251768.0,18000372076.0,759409872.0
20181119,36108091052.0,15285275607.0,8177359005.0,132486809099.0,14733529187.0,793535040.0
20181120,35621314329.0,14874364440.0,8779559564.0,63187263102.0,8608379208.0,670318176.0
20181121,39004390771.0,14910910937.0,9268614000.0,30129424153.0,13251348172.0,986274192.0
20181122,38393218267.0,14987039939.0,9408080344.0,36076586645.0,12862528488.0,837254688.0
20181123,36809590448.0,15653184934.0,9205774362.0,50144710146.0,6265405179.0,710496000.0
20181124,36416821701.0,15861900772.0,9300691522.0,44780009979.0,14199464926.0,747737376.0
20181125,36609758693.0,15921885106.0,8625000357.0,59220472979.0,8451028050.0,811600176.0
20181126,36798139526.0,15276483607.0,9034335875.0,34030596651.0,8623767545.0,664377216.0
20181127,37130966842.0,14804836437.0,9138185544.0,72478903316.0,12806759758.0,660018576.0
20181128,37277192276.0,14879685605.0,9014188503.0,132676226488.0,10837260392.0,809770224.0
20181129,37751671646.0,15045360771.0,8883702098.0,165797692814.0,11746240579.0,863381232.0
20181130,40067070334.0,15554900101.0,9245339988.0,93435425892.0,8482192128.0,818601408.0
20181201,40333350673.0,15695176771.0,9136927442.0,146263528667.0,9750043066.0,878648880.0
20181202,39632871394.0,16207851940.0,10170426552.0,188541916998.0,4827602288.0,963724224.0
20181203,39509252275.0,15652014437.0,13884299197.0,194321029840.0,7039422899.0,940355904.0
20181204,40066673349.0,15358820693.0,14792947344.0,39876715613.0,11301946760.0,893447088.0
20181205,39970071001.0,15478416113.0,14479080650.0,71971612044.0,11450070805.0,844408080.0
20181206,39660798500.0,15494650446.0,14518540650.0,99531798902.0,9055494314.0,802887072.0
20181207,39823934732.0,16028364950.0,14326103961.0,205101537907.0,9895439803.0,939762576.0
20181208,40451352520.0,16362311527.0,14229137883.0,237734233232.0,9936460597.0,988813056.0
20181209,40269393340.0,16413826694.0,13563531456.0,220858214569.0,7968487406.0,1007365248.0
20181210,40275541931.0,15107213859.0,13983923584.0,79982595582.0,11848485048.0,814829424.0
20181211,40366395429.0,15087450209.0,14540780787.0,18313571659.0,14450526051.0,736422384.0
20181212,40618173290.0,14981894706.0,14683203623.0,43847879959.0,9755655495.0,775742256.0
20181213,40791626096.0,15446659069.0,14463025199.0,110819990315.0,5172597485.0,840641904.0
20181214,40875820137.0,15678898595.0,15180948300.0,50287051650.0,10954198649.0,772538592.0
20181215,40455938735.0,15971259763.0,14034280200.0,97141984310.0,7517649997.0,812484240.0
20181216,39912505868.0,15987242261.0,14383965265.0,63558461477.0,4431047833.0,754636560.0
20181217,39987265738.0,15544643262.0,15784986006.0,88065294324.0,12072426287.0,750729120.0
20181218,40315192340.0,15345555238.0,15334849635.0,146148674995.0,7995869606.0,929504784.0
20181219,40236872376.0,15589778653.0,14950088306.0,122622852869.0,8271331149.0,856847472.0
20181220,40270954065.0,15663514321.0,15663550485.0,154413636276.0,10563292738.0,888552624.0
20181221,40472262708.0,15798938991.0,16007015759.0,221709714528.0,5381275307.0,980454480.0
20181222,40106255387.0,16368922156.0,16667201225.0,159453002716.0,6682203066.0,837455280.0
20181223,40062610876.0,16579528487.0,16831204483.0,146196532718.0,7938586569.0,878492448.0
20181224,39680881051.0,15886194820.0,16323928746.0,58691322218.0,8614500591.0,855058944.0
20181225,40337828496.0,16142343821.0,15596018640.0,31691237216.0,12717995319.0,846227952.0
20181226,40369529767.0,15881465156.0,15655692896.0,25973757381.0,12315500376.0,838185120.0
20181227,40423092576.0,15933211347.0,15732470188.0,17848105719.0,10072325026.0,765843312.0
20181228,40832737521.0,15600660848.0,15414879460.0,50198822881.0,8368627271.0,818093472.0
20181229,40688350582.0,15906183847.0,14087881144.0,46719309485.0,9519854950.0,987062928.0
20181230,40608639425.0,16231065848.0,12674930917.0,34877477846.0,8889930109.0,973326576.0
20181231,40724419112.0,16172247180.0,12437437407.0,30598992010.0,9474546726.0,950156736.0
20190101,42558956571.0,16334447575.0,11235626148.0,43534339491.0,8010234812.0,1391589120.0
20190102,42815116132.0,15987813069.0,11066645861.0,67638635656.0,11634576026.0,1404948624.0
20190103,43314187081.0,15985906906.0,11459210253.0,51621458325.0,16255140859.0,1395307920.0
20190104,43569510105.0,15814143567.0,11329521084.0,48647854322.0,13132003124.0,1368014448.0
20190105,43748477114.0,16193930239.0,10509904081.0,56616199327.0,13218191591.0,1340194944.0
20190106,43613235402.0,16003289571.0,9198899750.0,35365939990.0,8658016296.0,1339092432.0
20190107,43470282773.0,15269504067.0,9797455361.0,53742327823.0,8903811601.0,1264275264.0
20190108,43005575849.0,15036449738.0,10420090616.0,141067299992.0,6418988496.0,1418269104.0
20190109,43143823936.0,15282608135.0,10529119633.0,133231339323.0,11016148499.0,1403957760.0
20190110,43279494526.0,15497219631.0,10738188308.0,60131252489.0,13779697663.0,1369633584.0
20190111,43700872726.0,15790749966.0,10583520307.0,40429555658.0,13004618022.0,1294276752.0
20190112,43263423443.0,16207589295.0,9568235124.0,109236275327.0,9992835880.0,1342096896.0
20190113,43221080255.0,16074062463.0,9339120825.0,203579204991.0,6737011786.0,1431140736.0
20190114,42966205582.0,15333878464.0,12011804269.0,109194260326.0,10143356495.0,1350948768.0
20190115,42840373767.0,15408175462.0,12458195109.0,38261008000.0,16876234113.0,1196878224.0
20190116,42808939922.0,15758638218.0,11991497616.0,92898689165.0,12826213070.0,1366480896.0
20190117,42648408632.0,15860338552.0,11691759443.0,126793483999.0,11540423635.0,1525396224.0
20190118,43473502409.0,16145614223.0,11822159264.0,38661108833.0,12024706299.0,1377113376.0
20190119,43436781831.0,16582168720.0,11203163931.0,55253559166.0,12511038819.0,1378464048.0
20190120,43388575246.0,16309313723.0,10320116236.0,27469565999.0,7828681109.0,1303983216.0
20190121,43034584014.0,15501876481.0,11504003646.0,30478214996.0,13363815996.0,1302169536.0
20190122,43045846155.0,15547592144.0,11833249285.0,84232018492.0,11400845214.0,1353363360.0
20190123,43417055123.0,15956972645.0,12464255332.0,73251541501.0,8219142666.0,1241302368.0
20190124,43657175447.0,15608068314.0,12610316557.0,38037144497.0,14220779145.0,1448003376.0
20190125,43622696330.0,15961573151.0,12147225450.0,52750645665.0,11370180842.0,1557881040.0
20190126,43417122793.0,16177586743.0,11578391769.0,143100804534.0,11304295782.0,1457725776.0
20190127,43145964309.0,16049225411.0,11376463120.0,232408110538.0,10604896047.0,1585024752.0
20190128,43293243800.0,15336324076.0,13744092498.0,127542246702.0,12766699058.0,1391620608.0
20190129,43489195569.0,15684644410.0,14172614616.0,86676391538.0,8671272509.0,1431656688.0
20190130,43563206570.0,15355207242.0,14286481159.0,104813485705.0,12333498268.0,1506916848.0
20190131,43755919736.0,15480238741.0,14660199624.0,82054630870.0,6064025954.0,1417543008.0
20190201,43029759313.0,15578261255.0,15855791702.0,59348419209.0,9653180139.0,1388226768.0
20190202,43022230966.0,14896112540.0,15951955640.0,128301261544.0,7205866964.0,1439427120.0
20190203,43074820558.0,15175260253.0,14857306292.0,89325700543.0,16574403486.0,1507593600.0
20190204,43126049654.0,14596511754.0,15499635160.0,102791871545.0,15693772419.0,1343438784.0
20190205,42530135021.0,15101258588.0,15891434155.0,39662282710.0,15767029861.0,1429542624.0
20190206,42290000836.0,15089401011.0,15839508899.0,78158817710.0,17028248663.0,1316140128.0
20190207,42510648284.0,15252751530.0,16569619384.0,166326227374.0,14848082907.0,1396090128.0
20190208,42501201112.0,15687571019.0,17330471204.0,201866899878.0,18084265578.0,1392944784.0
20190209,42179288073.0,16377346028.0,16576120723.0,207885183872.0,15263207348.0,1467484272.0
20190210,41990619455.0,16220331693.0,16449581655.0,234490514043.0,9639238272.0,1517327808.0
20190211,41919285878.0,15361125529.0,18034340611.0,84119928469.0,19257837354.0,1286192784.0
20190212,42684368288.0,15290057361.0,17613023282.0,22467910302.0,26043089993.0,1254610944.0
20190213,42783129879.0,15644123526.0,17325116508.0,41436515633.0,28379852941.0,1330522800.0
20190214,42820514155.0,16041452028.0,17220937039.0,58851180130.0,28114674769.0,1392832464.0
20190215,42683461677.0,16211014196.0,17250779289.0,58390158795.0,28679020045.0,1428986976.0
20190216,42639961274.0,16486045865.0,16854070662.0,42687435467.0,28445086444.0,1353177936.0
20190217,42267341062.0,16603302195.0,16069536078.0,95507860467.0,28001609372.0,1443322800.0
20190218,42089138181.0,15871679696.0,17055647730.0,64079539632.0,26305944203.0,1378071312.0
20190219,42393405975.0,16003511363.0,17030658414.0,21716698967.0,20063699862.0,1324000608.0
20190220,42682784762.0,15969606028.0,16753939730.0,17614842300.0,27815179445.0,1291738128.0
20190221,42475666279.0,15964386618.0,16359712805.0,13566204464.0,28786227940.0,1355398464.0
20190222,42295300354.0,16194035120.0,16410316314.0,44007461301.0,30270704120.0,1342145280.0
20190223,42320170941.0,16627508784.0,15602973242.0,87215480969.0,31006666131.0,1384456944.0
20190224,42466144241.0,16454848952.0,14852689053.0,53005714962.0,29060751889.0,1447059456.0
20190225,42022979127.0,16032758618.0,15967770145.0,49854305299.0,31897864239.0,1351233600.0
20190226,41572177917.0,16000736133.0,16111329439.0,39775506298.0,31582964564.0,1351202640.0
20190227,41927293755.0,16064406137.0,16637801131.0,25161537749.0,32896792758.0,1370919120.0
20190228,42160687272.0,16060755970.0,16455563307.0,146481078383.0,25049767425.0,1428193872.0
20190301,40261783898.0,16648387574.0,16575504738.0,106465912959.0,20394134620.0,1262812224.0
20190302,38368853877.0,16781595240.0,16375757672.0,121163738464.0,21240903391.0,1229112384.0
20190303,38228189079.0,16750473910.0,14865382486.0,216520591125.0,24679580893.0,1344777696.0
20190304,37753031697.0,15738310740.0,15264574444.0,223572947961.0,19068524908.0,1324193520.0
20190305,38080497650.0,15415722248.0,15821201405.0,147052808959.0,29305024608.0,1289568048.0
20190306,37724214682.0,15523138749.0,15611803532.0,192811757793.0,10557201791.0,1306925712.0
20190307,38084209751.0,15338445916.0,16801530648.0,207763595459.0,26416508764.0,1440385547.0
20190308,38436247671.0,15082165868.0,17580176252.0,130540749458.0,23065325450.0,1200051376.0
20190309,39429273100.0,16161586081.0,16273893596.0,184815811464.0,16244862070.0,1308325872.0
20190310,38671674668.0,15846820700.0,16789163820.0,217867502129.0,17731820214.0,1317229708.0
20190311,38935300914.0,15306336289.0,17595197611.0,170359958961.0,30708556962.0,1317874224.0
20190312,39338258733.0,15525331564.0,17226655554.0,184526621627.0,29829346950.0,1271009040.0
20190313,39491594414.0,14925016988.0,16965826316.0,228471232251.0,26471103636.0,1341618720.0
20190314,39543897508.0,15338808144.0,17157836908.0,238325063417.0,19015930623.0,1363651872.0
20190315,39125194012.0,15896833313.0,16973909437.0,235223791753.0,17859791750.0,1341757248.0
20190316,39122269482.0,15940789682.0,16232311484.0,212683272083.0,32974155286.0,1375514064.0
20190317,39040723331.0,15922514388.0,15817380269.0,183648856085.0,24085937401.0,1301242032.0
20190318,39102762896.0,15320070139.0,16795873553.0,64494366420.0,26966399620.0,1139210544.0
20190319,39176122624.0,15389618376.0,16956757054.0,23193263748.0,27726175106.0,1185618720.0
20190320,39138941698.0,15445872210.0,16442662425.0,28282971280.0,37646250051.0,1165107360.0
20190321,39226813389.0,15231700282.0,16356809476.0,37811705784.0,39187869148.0,1212600528.0
20190322,38984064443.0,15701291410.0,16363258375.0,13673405284.0,39766913886.0,1120050192.0
20190323,38837691022.0,15776737911.0,15414526540.0,27749265283.0,38738108783.0,1175289888.0
20190324,38979957917.0,15317616910.0,14644983401.0,47390724948.0,37574638575.0,1166555712.0
20190325,39117687873.0,14916759243.0,15097379043.0,127593935275.0,37449544292.0,1222451232.0
20190326,39146610590.0,14838742149.0,14870146165.0,71289103169.0,41785399589.0,1266661872.0
20190327,39270736032.0,14796753317.0,14475248330.0,54310014504.0,41493123002.0,1296066192.0
20190328,39256657224.0,14903668480.0,13946151545.0,56193340338.0,41186751710.0,1320994368.0
20190329,38400744565.0,14998437983.0,14095126377.0,53686909671.0,41342296150.0,1217332704.0
20190330,37896080264.0,15678374145.0,13548251785.0,33917068513.0,41544452866.0,1141371696.0
20190401,6606393519.0,14054277462.0,13264263141.0,60287420086.0,33767312779.0,314298864.0
20190402,270372333.0,14215042036.0,13872325275.0,89038303333.0,22722214099.0,116074704.0
20190403,341532333.0,14194081089.0,15205556375.0,50098838832.0,17944901701.0,71453184.0
20190404,633790170.0,14176053726.0,15514954395.0,53186475169.0,31466443102.0,61312848.0
20190405,828080152.0,14487098502.0,15423942865.0,67579566998.0,30120934515.0,99518832.0
20190406,207760312.0,15117461540.0,15429609916.0,61633384332.0,16408511524.0,117372864.0
20190407,185828988.0,14282304741.0,15042430861.0,32344061502.0,26328156618.0,57948336.0
20190408,202322712.0,13455326724.0,15270583866.0,14264565501.0,30351034739.0,32407536.0
20190409,343662050.0,13856878937.0,15400061343.0,13343098169.0,34146748728.0,26517696.0
20190410,406247701.0,13686740037.0,15204864157.0,64747935252.0,28894897646.0,43480848.0
20190411,350021669.0,13805806665.0,15374462733.0,103813966171.0,31444175449.0,159597168.0
20190412,193861221.0,14019522616.0,15163473051.0,82622069689.0,43749959963.0,80466528.0
20190413,116645212.0,14160195396.0,13974809657.0,72594609275.0,44632869923.0,226078512.0
20190414,111350353.0,13919048292.0,13129824287.0,49476229188.0,36767781810.0,49722000.0
20190415,109636636.0,13602770377.0,13697305543.0,100508074192.0,34261460218.0,146609520.0
20190416,107126236.0,13627228811.0,14735192157.0,50930891861.0,25621261523.0,114830016.0
20190417,107693576.0,13704244527.0,15169861952.0,48166437525.0,36302258711.0,47902368.0
20190418,109783073.0,14022141559.0,14966587385.0,84938024688.0,34214596068.0,130491264.0
20190419,107287232.0,14579652702.0,14808724015.0,53668703522.0,43388200082.0,107155440.0
20190420,98964905.0,15200087896.0,14715220434.0,62664008858.0,42254172813.0,80502288.0
20190421,102121070.0,15516796940.0,13933949790.0,42318205187.0,23005008591.0,87067440.0
20190422,85024605.0,15356747806.0,13419904675.0,37699571191.0,29975172405.0,41841792.0
20190423,60799109.0,15034479161.0,13772689696.0,51290853361.0,19463745639.0,90314784.0
20190424,87918279.0,14871154094.0,15047614531.0,132820598857.0,28641176179.0,258524592.0
20190425,106418615.0,14774585648.0,16288474733.0,134735959521.0,25314366222.0,208921104.0
20190426,106629451.0,15091527309.0,19094802791.0,73062023024.0,32131837975.0,101046288.0
20190427,86434783.0,15760607787.0,19083100373.0,185711069859.0,31674415127.0,197862960.0
20190428,86696438.0,15872047031.0,18821885316.0,85344239359.0,30540532632.0,79385424.0
20190429,85260751.0,15411321715.0,18820313002.0,22789134858.0,39815879623.0,41005776.0
20190430,93019261.0,15370498072.0,18251189026.0,37371778194.0,46743546030.0,58918944.0
20190501,87467593.0,16024914308.0,17616937023.0,18580832847.0,42803681320.0,31394448.0
20190502,88424764.0,15349474421.0,17635827989.0,46114630240.0,28123785763.0,52558128.0
20190503,87009423.0,15571904280.0,18090774133.0,24425664368.0,26853365971.0,27472464.0
20190504,88108928.0,15959121354.0,17526270067.0,115398824870.0,29918850577.0,108560928.0
20190505,85485929.0,15855918799.0,16329200111.0,97191424273.0,39512632167.0,117342624.0
20190506,86146005.0,15653851245.0,16049018489.0,36228274027.0,47605497811.0,66811632.0
20190507,86535835.0,15861073387.0,15708059626.0,23085018257.0,37721878121.0,49022928.0
20190508,88371428.0,15904042324.0,16690186740.0,140042463509.0,17612454275.0,193346784.0
20190509,96191015.0,15506664518.0,19711266683.0,145063399604.0,28717810300.0,236041968.0
20190510,157114864.0,16063100274.0,20545060843.0,37131198455.0,30417821375.0,63578928.0
20190511,139367938.0,15719346777.0,20615069393.0,121400394140.0,31640304702.0,223810608.0
20190512,85818180.0,15420657283.0,19735841879.0,96419914211.0,47629436036.0,130639296.0
20190513,91433510.0,14814233503.0,18613101751.0,146476446771.0,51382179559.0,235281936.0
20190514,103814516.0,14906649837.0,17646663370.0,139714260617.0,50822827493.0,212812272.0
20190515,99841033.0,15238951437.0,17447741537.0,99659011691.0,49486165036.0,195338592.0
20190516,148509923.0,15400222100.0,16896819695.0,52519846188.0,43377903075.0,78821280.0
20190517,133392215.0,15767761491.0,17661518759.0,33987538330.0,17029298235.0,50236800.0
20190518,89675704.0,15897935846.0,18069083787.0,20885231836.0,23813388447.0,41252592.0
20190519,89997329.0,15803101285.0,17739128163.0,33704557685.0,22024257817.0,30059088.0
20190520,40345226.0,14998664465.0,18276380419.0,48750053273.0,28739526795.0,65478960.0
20190521,121488391.0,14986120364.0,18655416335.0,47146997197.0,39794005163.0,74763120.0
20190522,112854365.0,15204991918.0,18182810551.0,17463479902.0,46513362912.0,38628288.0
20190523,84560361.0,15246850306.0,17660350085.0,11950480623.0,44107392639.0,34672464.0
20190524,152951710.0,15616835821.0,18354942320.0,27793984033.0,33452343223.0,35129424.0
20190525,82370524.0,16147251743.0,17904670606.0,40366597192.0,32977336245.0,58167456.0
20190526,84323878.0,16243141007.0,17056367190.0,55081275028.0,32874433736.0,34711296.0
20190527,90606943.0,16083612406.0,17520185094.0,57796033200.0,30870333118.0,37361424.0
20190528,123179305.0,15992705172.0,18365078163.0,81845492869.0,31283646779.0,69269280.0
20190529,86858997.0,16070450387.0,18511228763.0,40609730871.0,39198938107.0,30415104.0
20190530,89603055.0,16363311245.0,17720550194.0,45292660540.0,42996786848.0,24550608.0
20190531,90288498.0,16255386476.0,17282028123.0,9455358865.0,50609616702.0,25062096.0
20190601,87419224.0,15843664824.0,17136812331.0,14192473405.0,51204805722.0,40732608.0
20190602,86291060.0,15149680548.0,15763785325.0,50433019830.0,49364701901.0,65002128.0
20190603,84354348.0,15160172837.0,15694366449.0,24192998719.0,38152111830.0,57506592.0
20190604,90778499.0,14792147921.0,15534468773.0,70949843995.0,42362314239.0,79179936.0
20190605,94100604.0,14685681492.0,15814043549.0,53840443122.0,28714139237.0,82036800.0
20190606,89490679.0,14715744791.0,16154985426.0,45400916709.0,43213061161.0,76133952.0
20190607,91209181.0,15085684169.0,15802382163.0,193235770473.0,34814928382.0,277215456.0
20190608,88047677.0,15218795427.0,15700632279.0,148621126809.0,46792500813.0,182628288.0
20190609,86161007.0,15455379500.0,15230483820.0,24745324146.0,29436523061.0,38206944.0
20190610,84574637.0,14624289030.0,15427846205.0,43395992974.0,27975715160.0,62327424.0
20190611,125412492.0,14649174717.0,15971700789.0,20157346293.0,23972069462.0,31892592.0
20190612,71863310.0,14433137682.0,16629071688.0,45458855730.0,39229489946.0,104913936.0
20190613,153161289.0,14575388717.0,16701117378.0,84850200313.0,45307537418.0,104429424.0
20190614,106469147.0,14501744765.0,16402633673.0,32258082125.0,28093984051.0,60045120.0
20190615,80658307.0,14755431518.0,16911687862.0,56456883978.0,30655150823.0,55270464.0
20190616,81851804.0,14411642132.0,16521830829.0,41620008644.0,48221200387.0,42239952.0
20190617,85157746.0,13825810237.0,16156286023.0,16334308622.0,50830847741.0,58948800.0
20190618,83273253.0,13419399291.0,15443550927.0,32918803443.0,44274016719.0,46567968.0
20190619,98038500.0,13474250093.0,14988297116.0,64170091977.0,39733497802.0,142462800.0
20190620,94149591.0,13949571835.0,14701694992.0,40029220138.0,33772104732.0,54871440.0
20190621,61028254.0,14485906166.0,15020903591.0,29775845015.0,30619859322.0,69925632.0
20190622,82213757.0,14575601994.0,15073154267.0,40735661636.0,45381618899.0,56454288.0
20190623,82351756.0,14543329095.0,14426998967.0,44729369977.0,43560798190.0,77792112.0
20190624,118891398.0,14281650082.0,13588221984.0,47350115474.0,38718205075.0,76813296.0
20190625,84044903.0,14109912168.0,13458872139.0,46600542381.0,44559864173.0,100744800.0
20190626,84048251.0,13738582038.0,13023162198.0,72455293477.0,49289982129.0,59326464.0
20190627,180613066.0,13581289796.0,12515327486.0,93199486811.0,48869985801.0,97120128.0
20190628,80384565.0,14066784819.0,12073440890.0,64107857235.0,46420246922.0,83461968.0
20190629,85129017.0,14467163141.0,11787207994.0,43126721311.0,46918985158.0,88029600.0
20190630,82451237.0,14559795482.0,11261448501.0,46951571603.0,41712948060.0,105645456.0
20190701,12439509.0,14510164936.0,10838600391.0,39620174297.0,37670302087.0,20745456.0
20190702,14246515.0,14890391056.0,10621887700.0,46321790180.0,40797032975.0,19426464.0
20190703,16119897.0,15219653562.0,10383319987.0,90150738432.0,45665289094.0,35542320.0
20190704,97910512.0,15740269128.0,10480568934.0,57998531378.0,48515414296.0,25677312.0
20190705,12772354.0,15745618634.0,10483613879.0,23668602169.0,47195208812.0,19684320.0
20190706,10314350.0,15769445015.0,10237945395.0,20891677073.0,46295550646.0,17108832.0
20190707,10222187.0,15700962013.0,9571022272.0,29584356065.0,43215621997.0,17786496.0
20190708,10840787.0,15403401433.0,9631233380.0,48961046743.0,40862021732.0,18616464.0
20190709,16046956.0,15555614013.0,9990282949.0,66826865908.0,37298909604.0,15038160.0
20190710,17006631.0,15792915407.0,9746538703.0,33493231849.0,49289411854.0,24853824.0
20190711,10004303.0,15641476303.0,8884879085.0,19206745072.0,41379712725.0,18390480.0
20190712,7924954.0,15181381833.0,8806677021.0,63868850652.0,43758017342.0,19454640.0
20190713,9337121.0,15818925349.0,8734069357.0,44717460576.0,47116240247.0,17346816.0
20190714,8748625.0,15968956294.0,8100832466.0,79969793578.0,46442254527.0,18657312.0
20190715,16222999.0,15501627962.0,7970129974.0,61669401825.0,47705976843.0,18220128.0
20190716,35778480.0,15411964647.0,7714507210.0,19469010556.0,48712234898.0,21553824.0
20190717,34588326.0,15975624329.0,7618164279.0,19187028075.0,45229876158.0,20346816.0
20190718,48391716.0,16533901886.0,7644611749.0,48357373185.0,38007870184.0,17345664.0
20190719,27968485.0,16687047248.0,7783176834.0,27844200019.0,46402065839.0,20998992.0
20190720,16041888.0,16313835250.0,7344847781.0,85678440686.0,34706912513.0,16284288.0
20190721,11982900.0,16083765123.0,6957274217.0,18549011347.0,41789731016.0,17517312.0
20190722,12951556.0,15171784183.0,7104448275.0,13154620750.0,46377232225.0,19710624.0
20190723,9859441.0,13946916689.0,7162180783.0,37510711175.0,46735884414.0,28443792.0
20190724,8516673.0,13165469166.0,6896239696.0,35772524564.0,46577677412.0,24497328.0
20190725,9449604.0,12945767835.0,7133889876.0,53552512498.0,45294613049.0,26813808.0
20190726,12765026.0,14850906192.0,7105850371.0,55051082320.0,30200552446.0,17755824.0
20190727,9524292.0,15810198938.0,7833727826.0,57122843163.0,21347452314.0,15614160.0
20190728,11569627.0,16028938989.0,9411915212.0,82075830330.0,40535497405.0,16934304.0
20190729,14329628.0,15407873471.0,8705208102.0,33159465089.0,48414605260.0,25217952.0
20190730,20275793.0,15388592581.0,8023108117.0,130004955639.0,35489559519.0,23220816.0
20190731,14016800.0,14969626739.0,7662912906.0,66598319641.0,42870865234.0,19263984.0
20190801,15805286.0,15488747161.0,7321936221.0,17051809404.0,37268004671.0,23001120.0
20190802,12579784.0,16470348873.0,6897744128.0,37433331888.0,47126854762.0,20180304.0
20190803,12734293.0,16585160695.0,6365107920.0,21458545031.0,47186296819.0,18301632.0
20190804,12469283.0,16607022332.0,6110322861.0,19060221533.0,45402680400.0,17383824.0
20190805,12683592.0,16058483073.0,6137311512.0,40779806569.0,39912747901.0,22044624.0
20190806,73995082.0,16153880411.0,6481331022.0,24635794237.0,33902785489.0,23691456.0
20190807,14819096.0,15789128232.0,6880955860.0,33496300074.0,33901418011.0,27744624.0
20190808,10540079.0,15667484187.0,7059210402.0,17782814904.0,44487750362.0,20114640.0
20190809,8171587.0,15961879278.0,6729574141.0,115179954403.0,36137410710.0,18329472.0
20190810,8051761.0,16321743643.0,6758843611.0,182376742991.0,35233406807.0,17313984.0
20190811,7411088.0,16525903833.0,6772983875.0,47214785902.0,30195193560.0,15573312.0
20190812,8861224.0,16056048163.0,7765905521.0,60220323225.0,33212861191.0,17080800.0
20190813,12996383.0,16286150481.0,7194029341.0,48191834074.0,38314680009.0,18580128.0
20190814,7116214.0,16429539668.0,6484764415.0,55075564070.0,43566274930.0,23120304.0
20190815,11422377.0,16815524771.0,5751646635.0,118431768152.0,30879863371.0,16451136.0
20190816,10778720.0,16594927200.0,5930612862.0,51117199564.0,42322603005.0,19096992.0
20190817,12657883.0,16664630141.0,5627397819.0,90290581956.0,37044608260.0,18457968.0
20190818,12763545.0,16286436062.0,5476030545.0,89454978513.0,33894742990.0,20226480.0
20190819,11915211.0,15993373428.0,6348567961.0,48328537980.0,30402993618.0,17817312.0
20190820,12512877.0,15917692580.0,8648768122.0,27131745833.0,28715135035.0,19544304.0
20190821,15339210.0,16159833908.0,8458205082.0,32342367821.0,42817145346.0,19487808.0
20190822,16023386.0,16285743698.0,7643692433.0,29126870740.0,44172619846.0,18003984.0
20190823,9196212.0,16351348280.0,7054121171.0,35517039920.0,45749420442.0,25170960.0
20190824,35797202.0,16229660974.0,6776167106.0,24624337272.0,45098405287.0,16481328.0
20190825,8347884.0,15709227958.0,6129664921.0,11285843886.0,43927825419.0,17959968.0
20190826,17404195.0,15469032292.0,6114856204.0,14585053964.0,40632133776.0,30122976.0
20190827,8919198.0,14873331008.0,5978623775.0,22641793748.0,28810379696.0,20816304.0
20190828,22061354.0,15522825410.0,6018060115.0,20450359713.0,32197253706.0,19043328.0
20190829,10509856.0,15978140085.0,5901586700.0,22394483534.0,41641413297.0,27340464.0
20190830,8038521.0,16358225215.0,5970732975.0,15847959835.0,42377077552.0,28357824.0
20190831,10613193.0,16271800447.0,5904258699.0,66759882846.0,39727136707.0,18787824.0
20190901,11394190.0,16103463732.0,5850389927.0,38929671151.0,26350163427.0,17078640.0
20190902,7261415.0,15823569787.0,5639399348.0,43859534501.0,42492983523.0,22129824.0
20190903,33166086.0,16090664187.0,5270091642.0,31459769412.0,43549574382.0,24405648.0
20190904,6706087.0,15926723920.0,5257334560.0,69906104934.0,42635194260.0,27567120.0
20190905,112572417.0,15778341154.0,5219222252.0,78834647400.0,33769086199.0,19812624.0
20190906,66709584.0,16103248442.0,4927886207.0,55957359771.0,40906124528.0,19919952.0
20190907,23624915.0,15740687837.0,4581098239.0,51486606323.0,34886131098.0,16531152.0
20190908,23593259.0,15607759805.0,4407606522.0,48005078961.0,37192189309.0,19104480.0
20190909,23464096.0,15476961926.0,4473960369.0,17511904476.0,29534010825.0,20112624.0
20190910,28199921.0,15395128823.0,4786015898.0,26790748350.0,26707450966.0,21769824.0
20190911,43465136.0,15356222679.0,5200612904.0,49710730474.0,36209536765.0,48913968.0
20190912,69182765.0,14957862132.0,4934954181.0,36160507076.0,39256758344.0,21705648.0
20190913,55142424.0,15032488372.0,4714501250.0,32455450319.0,38904518364.0,26846976.0
20190914,21306767.0,15451011833.0,4489607964.0,46910061422.0,33735417352.0,15726144.0
20190915,15396260.0,14988831912.0,4300618251.0,20503667720.0,39339494672.0,16884480.0
20190916,58293731.0,14598657550.0,4419587080.0,22166529502.0,38325406779.0,23677488.0
